#ID	Name
2877	Equites Tank Wheel [3]
2878	Equites Loading Core [1]
2879	Equites Loading Core [2]
2880	Equites Loading Core [3]
2881	Circular Velites Blade [1]
2882	Circular Velites Blade [2]
2883	Circular Velites Blade [3]
2884	Lightweight Velites Blade [1]
2885	Lightweight Velites Blade [2]
2886	Lightweight Velites Blade [3]
2887	Circular Speculatos Blade [1]
2888	Circular Speculatos Blade [2]
2889	Circular Speculatos Blade [3]
2890	Small Speculatos Base [1]
2891	Small Speculatos Base [2]
2892	Small Speculatos Base [3]
2893	Sagittarius Machine Rifle [1]
2894	Sagittarius Machine Rifle [2]
2895	Sagittarius Machine Rifle [3]
2896	Sagittarius Frame [1]
2897	Sagittarius Frame [2]
2898	Sagittarius Frame [3]
2899	Auxilia Cylinder [1]
2900	Auxilia Cylinder [2]
2901	Auxilia Cylinder [3]
2902	Auxilia Exo-Armor [1]
2903	Auxilia Exo-Armor [2]
2904	Auxilia Exo-Armor [3]
2905	Centuris Legs [1]
2906	Centuris Legs [2]
2907	Centuris Legs [3]
2908	Variable Centuris Claw [1]
2909	Variable Centuris Claw [2]
2910	Flak Scrap Iron [2]
2911	Gastrates Gun Turret [1]
2912	Gastrates Gun Turret [2]
2913	Gastrates Gun Turret [3]
2914	Gastrates Ether Furnace [1]
2915	Gastrates Ether Furnace [2]
2916	Gastrates Ether Furnace [3]
2917	Avis Sphere [1]
2918	Avis Sphere [2]
2919	Avis Sphere [3]
2920	Avis Mech Sword [1]
2921	Avis Mech Sword [2]
2922	Avis Mech Sword [3]
2923	Testudo Shoulder Gun [1]
2924	Testudo Shoulder Gun [2]
2925	Testudo Shoulder Gun [3]
2926	Testudo Iron Wing [1]
2927	Testudo Iron Wing [2]
2928	Testudo Iron Wing [3]
2929	Ulula Metal Fist [1]
2930	Ulula Metal Fist [2]
2931	Ulula Metal Fist [3]
2932	Ulula Generator [1]
2933	Ulula Generator [2]
2934	Ulula Generator [3]
2935	Gyrinus Halo [1]
2936	Gyrinus Halo [2]
2937	Gyrinus Halo [3]
2938	[blank]  2938 through 3244
2939	[blank]
2940	[blank]
2941	[blank]
2942	[blank]
2943	[blank]
2944	[blank]
2945	[blank]
2946	[blank]
2947	[blank]
2948	[blank]
2949	[blank]
2950	[blank]
2951	[blank]
2952	[blank]
2953	[blank]
2954	[blank]
2955	[blank]
2956	[blank]
2957	[blank]
2958	[blank]
2959	[blank]
2960	[blank]
2961	[blank]
2962	[blank]
2963	[blank]
2964	[blank]
2965	[blank]
2966	[blank]
2967	[blank]
2968	[blank]
2969	[blank]
2970	[blank]
2971	[blank]
2972	[blank]
2973	[blank]
2974	[blank]
2975	[blank]
2976	[blank]
2977	[blank]
2978	[blank]
2979	[blank]
2980	[blank]
2981	[blank]
2982	[blank]
2983	[blank]
2984	[blank]
2985	[blank]
2986	[blank]
2987	[blank]
2988	[blank]
2989	[blank] but worth 65535G
2990	[blank]
2991	[blank]
2992	[blank]
2993	[blank]
2994	[blank]
2995	[blank]
2996	[blank]
2997	[blank]
2998	[blank]
2999	[blank]
3000	[blank]
3001	[blank]
3002	[blank]
3003	[blank]
3004	[blank]
3005	[blank]
3006	[blank]
3007	[blank]
3008	[blank]
3009	[blank]
3010	[blank]
3011	[blank]
3012	[blank]
3013	[blank]
3014	[blank]
3015	[blank]
3016	[blank]
3017	[blank]
3018	[blank]
3019	[blank]
3020	[blank]
3021	[blank]
3022	[blank]
3023	[blank]
3024	[blank]
3025	[blank]
3026	[blank]
3027	[blank]
3028	[blank]
3029	[blank]
3030	[blank]
3031	[blank]
3032	[blank]
3033	[blank]
3034	[blank]
3035	[blank]
3036	[blank]
3037	[blank]
3038	[blank]
3039	[blank]
3040	[blank]
3041	[blank]
3042	[blank]
3043	[blank]
3044	[blank]
3045	[blank]
3046	[blank]
3047	[blank]
3048	[blank]
3049	[blank]
3050	[blank]
3051	[blank]
3052	[blank]
3053	[blank]
3054	[blank]
3055	[blank]
3056	[blank]
3057	[blank]
3058	[blank]
3059	[blank]
3060	[blank]
3061	[blank]
3062	[blank]
3063	[blank]
3064	[blank]
3065	[blank]
3066	[blank]
3067	[blank]
3068	[blank]
3069	[blank]
3070	[blank]
3071	[blank]
3072	[blank]
3073	[blank]
3074	[blank]
3075	[blank]
3076	[blank]
3077	[blank]
3078	[blank]
3079	[blank]
3080	[blank]
3081	[blank]
3082	[blank]
3083	[blank]
3084	[blank]
3085	[blank]
3086	[blank]
3087	[blank]
3088	[blank]
3089	[blank]
3090	[blank]
3091	[blank]
3092	[blank]
3093	[blank]
3094	[blank]
3095	[blank]
3096	[blank]
3097	[blank]
3098	[blank]
3099	[blank]
3100	[blank]
3101	[blank]
3102	[blank]
3103	[blank]
3104	[blank]
3105	[blank]
3106	[blank]
3107	[blank]
3108	[blank]
3109	[blank]
3110	[blank]
3111	[blank]
3112	[blank]
3113	[blank]
3114	[blank]
3115	[blank]
3116	[blank]
3117	[blank]
3118	[blank]
3119	[blank]
3120	[blank]
3121	[blank]
3122	[blank]
3123	[blank]
3124	[blank]
3125	[blank]
3126	[blank]
3127	[blank]
3128	[blank]
3129	[blank]
3130	[blank]
3131	[blank]
3132	[blank]
3133	[blank]
3134	[blank]
3135	[blank]
3136	[blank]
3137	[blank]
3138	[blank]
3139	[blank]
3140	[blank]
3141	[blank]
3142	[blank]
3143	[blank]
3144	[blank]
3145	[blank]
3146	[blank]
3147	[blank]
3148	[blank]
3149	[blank]
3150	[blank]
3151	[blank]
3152	[blank]
3153	[blank]
3154	[blank]
3155	[blank]
3156	[blank]
3157	[blank]
3158	[blank]
3159	[blank]
3160	[blank]
3161	[blank]
3162	[blank]
3163	[blank]
3164	[blank]
3165	[blank]
3166	[blank]
3167	[blank]
3168	[blank]
3169	[blank]
3170	[blank]
3171	[blank]
3172	[blank]
3173	[blank]
3174	[blank]
3175	[blank]
3176	[blank]
3177	[blank]
3178	[blank]
3179	[blank]
3180	[blank]
3181	[blank]
3182	[blank]
3183	[blank]
3184	[blank]
3185	[blank]
3186	[blank]
3187	[blank]
3188	[blank]
3189	[blank]
3190	[blank]
3191	[blank]
3192	[blank]
3193	[blank]
3194	[blank]
3195	[blank]
3196	[blank]
3197	[blank]
3198	[blank]
3199	[blank]
3200	[blank]
3201	[blank]
3202	[blank]
3203	[blank]
3204	[blank]
3205	[blank]
3206	[blank]
3207	[blank]
3208	[blank]
3209	[blank]
3210	[blank]
3211	[blank]
3212	[blank]
3213	[blank]
3214	[blank]
3215	[blank]
3216	[blank]
3217	[blank]
3218	[blank]
3219	[blank]
3220	[blank]
3221	[blank]
3222	[blank]
3223	[blank]
3224	[blank]
3225	[blank]
3226	[blank]
3227	[blank]
3228	[blank]
3229	[blank]
3230	[blank]
3231	[blank]
3232	[blank]
3233	[blank]
3234	[blank]
3235	[blank]
3236	[blank]
3237	[blank]
3238	[blank]
3239	[blank]
3240	[blank]
3241	[blank]
3242	[blank]
3243	[blank]
3244	[blank]
3245	Gemstone [1]
3246	Pure Gemstone [2]
3247	Ultra Pure Gemstone [3]
3248	Faintly-Glowing Rock [1]
3249	Dully-Glowing Rock [2]
3250	Glowing Rock [3]
3251	Tattered Army Satchel [1]
3252	Dirty Army Satchel [2]
3253	Army Satchel [3]
3254	Broken Power Core [1]
3255	Chipped Power Core [2]
3256	Power Core [3]
3257	Broken Ether Crystal [1]
3258	Chipped Ether Crystal [2]
3259	Ether Crystal [3]
3260	Barely-Glowing Fang [1]
3261	Dully-Glowing Fang [2]
3262	Glowing Fang [3]
3263	Barely-Glowing Shell [1]
3264	Dully-Glowing Shell [2]
3265	Glowing Shell [3]
3266	Barely-Glowing Wing [1]
3267	Dully-Glowing Wing [2]
3268	Glowing Wing [3]
3269	Thick Ories Shank [2]
3270	Mottlemarble Aries Meat [2]
3271	Aromatic Krodlax Meat [2]
3272	Top-Quality Moglum Liver [2]
3273	Lucky Marrin Thickcuts [2]
3274	Acid-Resistant Quarmu Shell [2]
3275	Ardun Ribs [2]
3276	[blank]
3277	[blank]
3278	Cozy Rhogul Egggems [2]
3279	[blank]
3280	[blank]
3281	[blank]
3282	[blank]
3283	Killjoy Crustip Meat [2]
3284	[blank]
3285	[blank]
3286	[blank]
3287	[blank]
3288	[blank]
3289	[blank]
3290	Tafetta Lobster [2]
3291	Jade Lobster [2]
3292	[blank]
3293	Tasty Sausage [2]
3294	[blank]
3295	[blank]
3296	Cube Chip [2]
3297	Gogol Dalm [2]
3298	Gogol Richimoya [2]
3299	Gogol Camisiroa [2]
3300	Gogol Vuaga [2]
3301	Gogol Olipple [2]
3302	Gogol Ambute [2]
3303	Soyprimo Sauce [2]
3304	Miso [2]
3305	Transcendent Tenderloin [3]
3306	Naiti-Nait [1]
3307	[blank] after this point, leaving in case of item expansion via DLC
3308	[blank]
3309	[blank]
3310	[blank]
3311	[blank]
3312	[blank]
3313	[blank]
3314	[blank]
3315	[blank]
3316	[blank]
3317	[blank]
3318	[blank]
3319	[blank]
3320	[blank]
3321	[blank]
3322	[blank]
3323	[blank]
3324	[blank]
3325	[blank]
3326	[blank]
3327	[blank]
3328	[blank]
3329	[blank]
3330	[blank]
3331	[blank]
3332	[blank]
3333	[blank]
3334	[blank]
3335	[blank]
3336	[blank]
3337	[blank]
3338	[blank]
3339	[blank]
3340	[blank]
3341	[blank]
3342	[blank]
3343	[blank]
3344	[blank]
3345	[blank]
3346	[blank]
3347	[blank]
3348	[blank]
3349	[blank]
3350	[blank]
3351	[blank]
3352	[blank]
3353	[blank]
3354	[blank]
3355	[blank]
3356	[blank]
3357	[blank]
3358	[blank]
3359	[blank]
3360	[blank]
3361	[blank]
3362	[blank]
3363	[blank]
3364	[blank]
3365	[blank]
3366	[blank]
3367	[blank]
3368	[blank]
3369	[blank]
3370	[blank]
3371	[blank]
3372	[blank]
3373	[blank]
3374	[blank]
3375	[blank]
3376	[blank]
3377	[blank]
3378	[blank]
3379	[blank]
3380	[blank]
3381	[blank]
3382	[blank]
3383	[blank]
3384	[blank]
3385	[blank]
3386	[blank]
3387	[blank]
3388	[blank]
3389	[blank]
3390	[blank]
3391	[blank]
3392	[blank]
3393	[blank]
3394	[blank]
3395	[blank]
3396	[blank]
3397	[blank]
3398	[blank]
3399	[blank]
3400	[blank]
